FIRST_NAME,LAST_NAME,COUNTRY,DISPLAY_FIRST_LAST,TEAM_ABBREVIATION,SCHOOL,BIRTHDATE,TEAM_ID,TEAM_CODE,DISPLAY_FI_LAST,TEAM_CITY,PLAYERCODE,PERSON_ID,POSITION,DISPLAY_LAST_COMMA_FIRST,LAST_AFFILIATION,ROSTERSTATUS,TEAM_NAME,JERSEY
Gordon,Hayward,USA,Gordon Hayward,UTA,Butler,1990-03-23T00:00:00,1610612762,jazz,G. Hayward,Utah,gordon_hayward,202330,Guard-Forward,"Hayward, Gordon",Butler/USA,Active,Jazz,20
Paul,George,USA,Paul George,IND,Fresno State,1990-05-02T00:00:00,1610612754,pacers,P. George,Indiana,paul_george,202331,Forward-Guard,"George, Paul",Fresno State/USA,Active,Pacers,24
Cole,Aldrich,USA,Cole Aldrich,NYK,Kansas,1988-10-31T00:00:00,1610612752,knicks,C. Aldrich,New York,cole_aldrich,202332,Center,"Aldrich, Cole",Kansas/USA,Active,Knicks,45
Xavier,Henry,USA,Xavier Henry,LAL,Kansas,1991-03-15T00:00:00,1610612747,lakers,X. Henry,Los Angeles,xavier_henry,202333,Forward-Guard,"Henry, Xavier",Kansas/USA,Active,Lakers,7
Ed,Davis,USA,Ed Davis,MEM,North Carolina,1989-06-05T00:00:00,1610612763,grizzlies,E. Davis,Memphis,ed_davis,202334,Forward,"Davis, Ed",North Carolina/USA,Active,Grizzlies,32
Patrick,Patterson,USA,Patrick Patterson,TOR,Kentucky,1989-03-14T00:00:00,1610612761,raptors,P. Patterson,Toronto,patrick_patterson,202335,Forward,"Patterson, Patrick",Kentucky/USA,Active,Raptors,54
Patrick,Patterson,USA,Patrick Patterson,TOR,Kentucky,1989-03-14T00:00:00,1610612761,raptors,P. Patterson,Toronto,patrick_patterson,202335,Forward,"Patterson, Patrick",Kentucky/USA,Active,Raptors,54
Patrick,Patterson,USA,Patrick Patterson,TOR,Kentucky,1989-03-14T00:00:00,1610612761,raptors,P. Patterson,Toronto,patrick_patterson,202335,Forward,"Patterson, Patrick",Kentucky/USA,Active,Raptors,54
Larry,Sanders,USA,Larry Sanders,MIL,Va Commonwealth,1988-11-21T00:00:00,1610612749,bucks,L. Sanders,Milwaukee,larry_sanders,202336,Center,"Sanders, Larry",Virginia Commonwealth/USA,Active,Bucks,8
Luke,Babbitt,USA,Luke Babbitt,NOP,Nevada-Reno,1989-06-20T00:00:00,1610612740,pelicans,L. Babbitt,New Orleans,luke_babbitt,202337,Forward,"Babbitt, Luke",Nevada-Reno/USA,Active,Pelicans,8
Kevin,Seraphin,France,Kevin Seraphin,WAS,Le Moyne College,1989-12-07T00:00:00,1610612764,wizards,K. Seraphin,Washington,kevin_seraphin,202338,Center,"Seraphin, Kevin",Cholet Basket/France,Active,Wizards,13
Eric,Bledsoe,USA,Eric Bledsoe,PHX,Kentucky,1989-12-09T00:00:00,1610612756,suns,E. Bledsoe,Phoenix,eric_bledsoe,202339,Guard,"Bledsoe, Eric",Kentucky/USA,Active,Suns,2
Avery,Bradley,USA,Avery Bradley,BOS,Texas,1990-11-26T00:00:00,1610612738,celtics,A. Bradley,Boston,avery_bradley,202340,Guard,"Bradley, Avery",Texas/USA,Active,Celtics,0
James,Anderson,USA,James Anderson,PHI,Oklahoma State,1989-03-25T00:00:00,1610612755,sixers,J. Anderson,Philadelphia,james_anderson,202341,Guard-Forward,"Anderson, James",Oklahoma State/USA,Active,76ers,9
Elliot,Williams,USA,Elliot Williams,PHI,Memphis,1989-06-20T00:00:00,1610612755,sixers,E. Williams,Philadelphia,elliot_williams,202343,Guard,"Williams, Elliot",Memphis/USA,Active,76ers,25
Trevor,Booker,USA,Trevor Booker,WAS,Clemson,1987-11-25T00:00:00,1610612764,wizards,T. Booker,Washington,trevor_booker,202344,Forward,"Booker, Trevor",Clemson/USA,Active,Wizards,35
Damion,James,USA,Damion James,SAS,Texas,1987-10-07T00:00:00,1610612759,spurs,D. James,San Antonio,damion_james,202345,Forward,"James, Damion",Texas/USA,Active,Spurs,7
Quincy,Pondexter,USA,Quincy Pondexter,MEM,Washington,1988-03-10T00:00:00,1610612763,grizzlies,Q. Pondexter,Memphis,quincy_pondexter,202347,Forward,"Pondexter, Quincy",Washington/USA,Active,Grizzlies,20
Jordan,Crawford,USA,Jordan Crawford,GSW,Xavier,1988-10-23T00:00:00,1610612744,warriors,J. Crawford,Golden State,jordan_crawford,202348,Guard,"Crawford, Jordan",Xavier (Ohio)/USA,Active,Warriors,55
Jordan,Crawford,USA,Jordan Crawford,GSW,Xavier,1988-10-23T00:00:00,1610612744,warriors,J. Crawford,Golden State,jordan_crawford,202348,Guard,"Crawford, Jordan",Xavier (Ohio)/USA,Active,Warriors,55
Jordan,Crawford,USA,Jordan Crawford,GSW,Xavier,1988-10-23T00:00:00,1610612744,warriors,J. Crawford,Golden State,jordan_crawford,202348,Guard,"Crawford, Jordan",Xavier (Ohio)/USA,Active,Warriors,55
Greivis,Vasquez,Venezuela,Greivis Vasquez,TOR,Maryland,1987-01-16T00:00:00,1610612761,raptors,G. Vasquez,Toronto,greivis_vasquez,202349,Guard,"Vasquez, Greivis",Maryland/Venezuela,Active,Raptors,21
Greivis,Vasquez,Venezuela,Greivis Vasquez,TOR,Maryland,1987-01-16T00:00:00,1610612761,raptors,G. Vasquez,Toronto,greivis_vasquez,202349,Guard,"Vasquez, Greivis",Maryland/Venezuela,Active,Raptors,21
Greivis,Vasquez,Venezuela,Greivis Vasquez,TOR,Maryland,1987-01-16T00:00:00,1610612761,raptors,G. Vasquez,Toronto,greivis_vasquez,202349,Guard,"Vasquez, Greivis",Maryland/Venezuela,Active,Raptors,21
Daniel,Orton,USA,Daniel Orton,,Kentucky,1990-08-06T00:00:00,0,,D. Orton,,daniel_orton,202350,,"Orton, Daniel",Kentucky/USA,Inactive,,
Dexter,Pittman,USA,Dexter Pittman,,Texas,1988-03-02T00:00:00,0,,D. Pittman,,dexter_pittman,202354,,"Pittman, Dexter",Texas/USA,Inactive,,
Landry,Fields,USA,Landry Fields,TOR,Stanford,1988-06-27T00:00:00,1610612761,raptors,L. Fields,Toronto,landry_fields,202361,Forward,"Fields, Landry",Stanford/USA,Active,Raptors,2
Lance,Stephenson,USA,Lance Stephenson,IND,Cincinnati,1990-09-05T00:00:00,1610612754,pacers,L. Stephenson,Indiana,lance_stephenson,202362,Guard,"Stephenson, Lance",Cincinnati/USA,Active,Pacers,1
Jarvis,Varnado,USA,Jarvis Varnado,PHI,Mississippi State,1988-03-01T00:00:00,1610612755,sixers,J. Varnado,Philadelphia,jarvis_varnado,202363,Forward-Center,"Varnado, Jarvis",Mississippi State/USA,Active,76ers,40
Jarvis,Varnado,USA,Jarvis Varnado,PHI,Mississippi State,1988-03-01T00:00:00,1610612755,sixers,J. Varnado,Philadelphia,jarvis_varnado,202363,Forward-Center,"Varnado, Jarvis",Mississippi State/USA,Active,76ers,40
Jarvis,Varnado,USA,Jarvis Varnado,PHI,Mississippi State,1988-03-01T00:00:00,1610612755,sixers,J. Varnado,Philadelphia,jarvis_varnado,202363,Forward-Center,"Varnado, Jarvis",Mississippi State/USA,Active,76ers,40
Jeremy,Evans,USA,Jeremy Evans,UTA,Western Kentucky,1987-10-24T00:00:00,1610612762,jazz,J. Evans,Utah,jeremy_evans,202379,Forward,"Evans, Jeremy",Western Kentucky/USA,Active,Jazz,40
Hamady,Ndiaye,Senegal,Hamady Ndiaye,,Rutgers,1987-01-12T00:00:00,0,,H. Ndiaye,,hamady_ndiaye,202380,,"Ndiaye, Hamady",Rutgers/Senegal,Inactive,,
Donald,Sloan,USA,Donald Sloan,IND,Texas A&M,1988-01-15T00:00:00,1610612754,pacers,D. Sloan,Indiana,donald_sloan,202388,Guard,"Sloan, Donald",Texas A&M/USA,Active,Pacers,15
Timofey,Mozgov,Russia,Timofey Mozgov,DEN,"St. Petersburg, Russia",1986-07-16T00:00:00,1610612743,nuggets,T. Mozgov,Denver,timofey_mozgov,202389,Center,"Mozgov, Timofey",Khimki Moscow/Russia,Active,Nuggets,25
Gary,Neal,USA,Gary Neal,CHA,Towson University,1984-10-03T00:00:00,1610612766,bobcats,G. Neal,Charlotte,gary_neal,202390,Guard,"Neal, Gary",Towson/USA,Active,Bobcats,12
Gary,Neal,USA,Gary Neal,CHA,Towson University,1984-10-03T00:00:00,1610612766,bobcats,G. Neal,Charlotte,gary_neal,202390,Guard,"Neal, Gary",Towson/USA,Active,Bobcats,12
Gary,Neal,USA,Gary Neal,CHA,Towson University,1984-10-03T00:00:00,1610612766,bobcats,G. Neal,Charlotte,gary_neal,202390,Guard,"Neal, Gary",Towson/USA,Active,Bobcats,12
Jeremy,Lin,USA,Jeremy Lin,HOU,Harvard,1988-08-23T00:00:00,1610612745,rockets,J. Lin,Houston,jeremy_lin,202391,Guard,"Lin, Jeremy",Harvard/USA,Active,Rockets,7
Ish,Smith,USA,Ish Smith,PHX,Wake Forest,1988-07-05T00:00:00,1610612756,suns,I. Smith,Phoenix,ish_smith,202397,Guard,"Smith, Ish",Wake Forest/USA,Active,Suns,3
Jeff,Adrien,USA,Jeff Adrien,MIL,Connecticut,1986-02-10T00:00:00,1610612749,bucks,J. Adrien,Milwaukee,jeff_adrien,202399,Forward,"Adrien, Jeff",Connecticut/USA,Active,Bucks,12
Jeff,Adrien,USA,Jeff Adrien,MIL,Connecticut,1986-02-10T00:00:00,1610612749,bucks,J. Adrien,Milwaukee,jeff_adrien,202399,Forward,"Adrien, Jeff",Connecticut/USA,Active,Bucks,12
Jeff,Adrien,USA,Jeff Adrien,MIL,Connecticut,1986-02-10T00:00:00,1610612749,bucks,J. Adrien,Milwaukee,jeff_adrien,202399,Forward,"Adrien, Jeff",Connecticut/USA,Active,Bucks,12
Manny,Harris,USA,Manny Harris,,Michigan,1989-09-21T00:00:00,0,,M. Harris,,manny_harris,202412,,"Harris, Manny",Michigan/USA,Inactive,,
Lance,Thomas,USA,Lance Thomas,,Duke,1988-04-24T00:00:00,0,,L. Thomas,,lance_thomas,202498,,"Thomas, Lance",Duke/USA,Inactive,,
Arinze,Onuaku,USA,Arinze Onuaku,,Syracuse,1987-07-13T00:00:00,0,,A. Onuaku,,arinze_onuaku,202620,,"Onuaku, Arinze",Syracuse/USA,Inactive,,
Arinze,Onuaku,USA,Arinze Onuaku,,Syracuse,1987-07-13T00:00:00,0,,A. Onuaku,,arinze_onuaku,202620,,"Onuaku, Arinze",Syracuse/USA,Inactive,,
Arinze,Onuaku,USA,Arinze Onuaku,,Syracuse,1987-07-13T00:00:00,0,,A. Onuaku,,arinze_onuaku,202620,,"Onuaku, Arinze",Syracuse/USA,Inactive,,
Kyrie,Irving,USA,Kyrie Irving,CLE,Duke,1992-03-23T00:00:00,1610612739,cavaliers,K. Irving,Cleveland,kyrie_irving,202681,Guard,"Irving, Kyrie",Duke/USA,Active,Cavaliers,2
Derrick,Williams,USA,Derrick Williams,SAC,Arizona,1991-05-25T00:00:00,1610612758,kings,D. Williams,Sacramento,derrick_williams,202682,Forward,"Williams, Derrick",Arizona/USA,Active,Kings,13
Derrick,Williams,USA,Derrick Williams,SAC,Arizona,1991-05-25T00:00:00,1610612758,kings,D. Williams,Sacramento,derrick_williams,202682,Forward,"Williams, Derrick",Arizona/USA,Active,Kings,13
Derrick,Williams,USA,Derrick Williams,SAC,Arizona,1991-05-25T00:00:00,1610612758,kings,D. Williams,Sacramento,derrick_williams,202682,Forward,"Williams, Derrick",Arizona/USA,Active,Kings,13
Enes,Kanter,Kentucky/Turkey,Enes Kanter,UTA,Kentucky,1992-05-20T00:00:00,1610612762,jazz,E. Kanter,Utah,enes_kanter,202683,Center,"Kanter, Enes",Fenerbahce Ulker/Kentucky/Turkey,Active,Jazz,0
Tristan,Thompson,Canada,Tristan Thompson,CLE,Texas,1991-03-13T00:00:00,1610612739,cavaliers,T. Thompson,Cleveland,tristan_t_thompson,202684,Forward,"Thompson, Tristan",Texas/Canada,Active,Cavaliers,13
Jonas,Valanciunas,Lithuania,Jonas Valanciunas,TOR,"Utena, Lithuania",1992-05-06T00:00:00,1610612761,raptors,J. Valanciunas,Toronto,jonas_valanciunas,202685,Center,"Valanciunas, Jonas","Utena, Lithuania",Active,Raptors,17
Jan,Vesely,Czech Republic,Jan Vesely,DEN,"Ostrava, Czech Republic",1990-04-24T00:00:00,1610612743,nuggets,J. Vesely,Denver,jan_vesely,202686,Forward,"Vesely, Jan",Partizan Belgrade/Czech Republic,Active,Nuggets,24
Jan,Vesely,Czech Republic,Jan Vesely,DEN,"Ostrava, Czech Republic",1990-04-24T00:00:00,1610612743,nuggets,J. Vesely,Denver,jan_vesely,202686,Forward,"Vesely, Jan",Partizan Belgrade/Czech Republic,Active,Nuggets,24
Jan,Vesely,Czech Republic,Jan Vesely,DEN,"Ostrava, Czech Republic",1990-04-24T00:00:00,1610612743,nuggets,J. Vesely,Denver,jan_vesely,202686,Forward,"Vesely, Jan",Partizan Belgrade/Czech Republic,Active,Nuggets,24
Bismack,Biyombo,Democratic Republic of Congo,Bismack Biyombo,CHA,"Lubumbashi, DR Congo",1992-08-28T00:00:00,1610612766,bobcats,B. Biyombo,Charlotte,bismack_biyombo,202687,Center-Forward,"Biyombo, Bismack",Baloncesto Fuenlabrada/Democratic Republic of Cong,Active,Bobcats,0
Brandon,Knight,USA,Brandon Knight,MIL,Kentucky,1991-12-02T00:00:00,1610612749,bucks,B. Knight,Milwaukee,brandon_knight,202688,Guard,"Knight, Brandon",Kentucky/USA,Active,Bucks,11
Kemba,Walker,USA,Kemba Walker,CHA,Connecticut,1990-05-08T00:00:00,1610612766,bobcats,K. Walker,Charlotte,kemba_walker,202689,Guard,"Walker, Kemba",Connecticut/USA,Active,Bobcats,15
Jimmer,Fredette,USA,Jimmer Fredette,CHI,Brigham Young,1989-02-25T00:00:00,1610612741,bulls,J. Fredette,Chicago,jimmer_fredette,202690,Guard,"Fredette, Jimmer",Brigham Young/USA,Active,Bulls,32
Jimmer,Fredette,USA,Jimmer Fredette,CHI,Brigham Young,1989-02-25T00:00:00,1610612741,bulls,J. Fredette,Chicago,jimmer_fredette,202690,Guard,"Fredette, Jimmer",Brigham Young/USA,Active,Bulls,32
Jimmer,Fredette,USA,Jimmer Fredette,CHI,Brigham Young,1989-02-25T00:00:00,1610612741,bulls,J. Fredette,Chicago,jimmer_fredette,202690,Guard,"Fredette, Jimmer",Brigham Young/USA,Active,Bulls,32
Klay,Thompson,USA,Klay Thompson,GSW,Washington State,1990-02-08T00:00:00,1610612744,warriors,K. Thompson,Golden State,klay_thompson,202691,Guard,"Thompson, Klay",Washington State/USA,Active,Warriors,11
Alec,Burks,USA,Alec Burks,UTA,Colorado,1991-07-20T00:00:00,1610612762,jazz,A. Burks,Utah,alec_burks,202692,Guard,"Burks, Alec",Colorado/USA,Active,Jazz,10
Markieff,Morris,USA,Markieff Morris,PHX,Kansas,1989-09-02T00:00:00,1610612756,suns,M. Morris,Phoenix,markieff_morris,202693,Forward,"Morris, Markieff",Kansas/USA,Active,Suns,11
Marcus,Morris,USA,Marcus Morris,PHX,Kansas,1989-09-02T00:00:00,1610612756,suns,M. Morris,Phoenix,marcus_morris,202694,Forward,"Morris, Marcus",Kansas/USA,Active,Suns,15
Kawhi,Leonard,USA,Kawhi Leonard,SAS,San Diego State,1991-06-29T00:00:00,1610612759,spurs,K. Leonard,San Antonio,kawhi_leonard,202695,Forward-Guard,"Leonard, Kawhi",San Diego State/USA,Active,Spurs,2
Nikola,Vucevic,Montenegro,Nikola Vucevic,ORL,USC,1990-10-24T00:00:00,1610612753,magic,N. Vucevic,Orlando,nikola_vucevic,202696,Center,"Vucevic, Nikola",USC/Montenegro,Active,Magic,9
Iman,Shumpert,USA,Iman Shumpert,NYK,Georgia Tech,1990-06-26T00:00:00,1610612752,knicks,I. Shumpert,New York,iman_shumpert,202697,Guard-Forward,"Shumpert, Iman",Georgia Tech/USA,Active,Knicks,21
Chris,Singleton,USA,Chris Singleton,WAS,Florida State,1989-11-21T00:00:00,1610612764,wizards,C. Singleton,Washington,chris_singleton,202698,Forward,"Singleton, Chris",Florida State/USA,Active,Wizards,31
Tobias,Harris,USA,Tobias Harris,ORL,Tennessee,1992-07-15T00:00:00,1610612753,magic,T. Harris,Orlando,tobias_harris,202699,Forward,"Harris, Tobias",Tennessee/USA,Active,Magic,12
Donatas,Motiejunas,Lithuania,Donatas Motiejunas,HOU,"Kaunas, Lithuania",1990-09-20T00:00:00,1610612745,rockets,D. Motiejunas,Houston,donatas_motiejunas,202700,Forward-Center,"Motiejunas, Donatas","Kaunas, Lithuania",Active,Rockets,20
Kenneth,Faried,USA,Kenneth Faried,DEN,Morehead State,1989-11-19T00:00:00,1610612743,nuggets,K. Faried,Denver,kenneth_faried,202702,Forward,"Faried, Kenneth",Morehead State/USA,Active,Nuggets,35
Reggie,Jackson,USA,Reggie Jackson,OKC,Boston College,1990-04-16T00:00:00,1610612760,thunder,R. Jackson,Oklahoma City,reggie_jackson,202704,Guard,"Jackson, Reggie",Boston College/USA,Active,Thunder,15
MarShon,Brooks,USA,MarShon Brooks,LAL,Providence,1989-01-26T00:00:00,1610612747,lakers,M. Brooks,Los Angeles,marshon_brooks,202705,Guard,"Brooks, MarShon",Providence/USA,Active,Lakers,2
MarShon,Brooks,USA,MarShon Brooks,LAL,Providence,1989-01-26T00:00:00,1610612747,lakers,M. Brooks,Los Angeles,marshon_brooks,202705,Guard,"Brooks, MarShon",Providence/USA,Active,Lakers,2
MarShon,Brooks,USA,MarShon Brooks,LAL,Providence,1989-01-26T00:00:00,1610612747,lakers,M. Brooks,Los Angeles,marshon_brooks,202705,Guard,"Brooks, MarShon",Providence/USA,Active,Lakers,2
MarShon,Brooks,USA,MarShon Brooks,LAL,Providence,1989-01-26T00:00:00,1610612747,lakers,M. Brooks,Los Angeles,marshon_brooks,202705,Guard,"Brooks, MarShon",Providence/USA,Active,Lakers,2
Jordan,Hamilton,USA,Jordan Hamilton,HOU,Texas,1990-10-06T00:00:00,1610612745,rockets,J. Hamilton,Houston,jordan_hamilton,202706,Forward-Guard,"Hamilton, Jordan",Texas/USA,Active,Rockets,5
Jordan,Hamilton,USA,Jordan Hamilton,HOU,Texas,1990-10-06T00:00:00,1610612745,rockets,J. Hamilton,Houston,jordan_hamilton,202706,Forward-Guard,"Hamilton, Jordan",Texas/USA,Active,Rockets,5
Jordan,Hamilton,USA,Jordan Hamilton,HOU,Texas,1990-10-06T00:00:00,1610612745,rockets,J. Hamilton,Houston,jordan_hamilton,202706,Forward-Guard,"Hamilton, Jordan",Texas/USA,Active,Rockets,5
Norris,Cole,USA,Norris Cole,MIA,Cleveland State,1988-10-13T00:00:00,1610612748,heat,N. Cole,Miami,norris_cole,202708,Guard,"Cole, Norris",Cleveland State/USA,Active,Heat,30
Cory,Joseph,Canada,Cory Joseph,SAS,Texas,1991-08-20T00:00:00,1610612759,spurs,C. Joseph,San Antonio,cory_joseph,202709,Guard,"Joseph, Cory",Texas/Canada,Active,Spurs,5
Jimmy,Butler,USA,Jimmy Butler,CHI,Marquette,1989-09-14T00:00:00,1610612741,bulls,J. Butler,Chicago,jimmy_butler,202710,Guard-Forward,"Butler, Jimmy",Marquette/USA,Active,Bulls,21
Kyle,Singler,USA,Kyle Singler,DET,Duke,1988-05-04T00:00:00,1610612765,pistons,K. Singler,Detroit,kyle_singler,202713,Forward,"Singler, Kyle",Duke/USA,Active,Pistons,25
Shelvin,Mack,USA,Shelvin Mack,ATL,Butler,1990-04-22T00:00:00,1610612737,hawks,S. Mack,Atlanta,shelvin_mack,202714,Guard,"Mack, Shelvin",Butler/USA,Active,Hawks,8
Chandler,Parsons,USA,Chandler Parsons,HOU,Florida,1988-10-25T00:00:00,1610612745,rockets,C. Parsons,Houston,chandler_parsons,202718,Forward,"Parsons, Chandler",Florida/USA,Active,Rockets,25
Jeremy,Tyler,USA,Jeremy Tyler,NYK,"San Diego, California",1991-06-21T00:00:00,1610612752,knicks,J. Tyler,New York,jeremy_tyler,202719,Forward,"Tyler, Jeremy",Tokyo Apache/USA,Active,Knicks,4
Jon,Leuer,USA,Jon Leuer,MEM,Wisconsin,1989-05-14T00:00:00,1610612763,grizzlies,J. Leuer,Memphis,jon_leuer,202720,Forward,"Leuer, Jon",Wisconsin/USA,Active,Grizzlies,30
Darius,Morris,USA,Darius Morris,,Michigan,1991-01-03T00:00:00,0,,D. Morris,,darius_morris,202721,,"Morris, Darius",Michigan/USA,Inactive,,
Darius,Morris,USA,Darius Morris,,Michigan,1991-01-03T00:00:00,0,,D. Morris,,darius_morris,202721,,"Morris, Darius",Michigan/USA,Inactive,,
Darius,Morris,USA,Darius Morris,,Michigan,1991-01-03T00:00:00,0,,D. Morris,,darius_morris,202721,,"Morris, Darius",Michigan/USA,Inactive,,
Darius,Morris,USA,Darius Morris,,Michigan,1991-01-03T00:00:00,0,,D. Morris,,darius_morris,202721,,"Morris, Darius",Michigan/USA,Inactive,,
Josh,Harrellson,USA,Josh Harrellson,DET,Kentucky,1989-02-12T00:00:00,1610612765,pistons,J. Harrellson,Detroit,josh_harrellson,202725,Forward-Center,"Harrellson, Josh",Kentucky/USA,Active,Pistons,55
Lavoy,Allen,USA,Lavoy Allen,IND,Temple,1989-02-04T00:00:00,1610612754,pacers,L. Allen,Indiana,lavoy_allen,202730,Forward-Center,"Allen, Lavoy",Temple/USA,Active,Pacers,5
Lavoy,Allen,USA,Lavoy Allen,IND,Temple,1989-02-04T00:00:00,1610612754,pacers,L. Allen,Indiana,lavoy_allen,202730,Forward-Center,"Allen, Lavoy",Temple/USA,Active,Pacers,5
Lavoy,Allen,USA,Lavoy Allen,IND,Temple,1989-02-04T00:00:00,1610612754,pacers,L. Allen,Indiana,lavoy_allen,202730,Forward-Center,"Allen, Lavoy",Temple/USA,Active,Pacers,5
DeAndre,Liggins,USA,DeAndre Liggins,,Kentucky,1988-03-31T00:00:00,0,,D. Liggins,,deandre_liggins,202732,,"Liggins, DeAndre",Kentucky/USA,Inactive,,
E'Twaun,Moore,USA,E'Twaun Moore,ORL,Purdue,1989-02-25T00:00:00,1610612753,magic,E. Moore,Orlando,etwaun_moore,202734,Guard,"Moore, E'Twaun",Purdue/USA,Active,Magic,55
Isaiah,Thomas,USA,Isaiah Thomas,SAC,Washington,1989-02-07T00:00:00,1610612758,kings,I. Thomas,Sacramento,isaiah_thomas,202738,Guard,"Thomas, Isaiah",Washington/USA,Active,Kings,22
Dwight,Buycks,USA,Dwight Buycks,TOR,Marquette,1989-03-06T00:00:00,1610612761,raptors,D. Buycks,Toronto,dwight_buycks,202779,Guard,"Buycks, Dwight",Marquette/USA,Active,Raptors,13
Chris,Wright,USA,Chris Wright,MIL,Dayton,1988-09-30T00:00:00,1610612749,bucks,C. Wright,Milwaukee,chris_wright,202874,Forward,"Wright, Chris",Dayton/USA,Active,Bucks,15
Julyan,Stone,USA,Julyan Stone,TOR,Texas-El Paso,1988-12-07T00:00:00,1610612761,raptors,J. Stone,Toronto,julyan_stone,202933,Guard,"Stone, Julyan",Texas-El Paso/USA,Active,Raptors,77
Malcolm,Thomas,USA,Malcolm Thomas,UTA,San Diego State,1988-11-08T00:00:00,1610612762,jazz,M. Thomas,Utah,malcolm_thomas,202952,Forward,"Thomas, Malcolm",San Diego State/USA,Active,Jazz,22
Malcolm,Thomas,USA,Malcolm Thomas,UTA,San Diego State,1988-11-08T00:00:00,1610612762,jazz,M. Thomas,Utah,malcolm_thomas,202952,Forward,"Thomas, Malcolm",San Diego State/USA,Active,Jazz,22
Malcolm,Thomas,USA,Malcolm Thomas,UTA,San Diego State,1988-11-08T00:00:00,1610612762,jazz,M. Thomas,Utah,malcolm_thomas,202952,Forward,"Thomas, Malcolm",San Diego State/USA,Active,Jazz,22
Greg,Smith,USA,Greg Smith,CHI,Fresno State,1991-01-08T00:00:00,1610612741,bulls,G. Smith,Chicago,greg_smith,202962,Forward-Center,"Smith, Greg",Fresno State/USA,Active,Bulls,9
Gustavo,Ayon,Mexico,Gustavo Ayon,ATL,"Tepic, Mexico",1985-04-01T00:00:00,1610612737,hawks,G. Ayon,Atlanta,gustavo_ayon,202970,Forward-Center,"Ayon, Gustavo",Baloncesto Fuenlabrada/Mexico,Active,Hawks,14
Kenyon,Martin,USA,Kenyon Martin,NYK,Cincinnati,1977-12-30T00:00:00,1610612752,knicks,K. Martin,New York,kenyon_martin,2030,Forward,"Martin, Kenyon",Cincinnati/USA,Active,Knicks,3
Anthony,Davis,USA,Anthony Davis,NOP,Kentucky,1993-03-11T00:00:00,1610612740,pelicans,A. Davis,New Orleans,anthony_davis,203076,Forward-Center,"Davis, Anthony",Kentucky/USA,Active,Pelicans,23
Michael,Kidd-Gilchrist,USA,Michael Kidd-Gilchrist,CHA,Kentucky,1993-09-26T00:00:00,1610612766,bobcats,M. Kidd-Gilchrist,Charlotte,michael_kidd-gilchrist,203077,Forward,"Kidd-Gilchrist, Michael",Kentucky/USA,Active,Bobcats,14
Bradley,Beal,USA,Bradley Beal,WAS,Florida,1993-06-28T00:00:00,1610612764,wizards,B. Beal,Washington,bradley_beal,203078,Guard,"Beal, Bradley",Florida/USA,Active,Wizards,3
Dion,Waiters,USA,Dion Waiters,CLE,Syracuse,1991-12-10T00:00:00,1610612739,cavaliers,D. Waiters,Cleveland,dion_waiters,203079,Guard,"Waiters, Dion",Syracuse/USA,Active,Cavaliers,3
Thomas,Robinson,USA,Thomas Robinson,POR,Kansas,1991-03-17T00:00:00,1610612757,blazers,T. Robinson,Portland,thomas_robinson,203080,Forward,"Robinson, Thomas",Kansas/USA,Active,Trail Blazers,41
Damian,Lillard,USA,Damian Lillard,POR,Weber State,1990-07-15T00:00:00,1610612757,blazers,D. Lillard,Portland,damian_lillard,203081,Guard,"Lillard, Damian",Weber State/USA,Active,Trail Blazers,0
Terrence,Ross,USA,Terrence Ross,TOR,Washington,1991-02-05T00:00:00,1610612761,raptors,T. Ross,Toronto,terrence_ross,203082,Forward,"Ross, Terrence",Washington/USA,Active,Raptors,31
Andre,Drummond,USA,Andre Drummond,DET,Connecticut,1993-08-10T00:00:00,1610612765,pistons,A. Drummond,Detroit,andre_drummond,203083,Center,"Drummond, Andre",Connecticut/USA,Active,Pistons,0
Harrison,Barnes,USA,Harrison Barnes,GSW,North Carolina,1992-05-30T00:00:00,1610612744,warriors,H. Barnes,Golden State,harrison_barnes,203084,Forward,"Barnes, Harrison",North Carolina/USA,Active,Warriors,40
Austin,Rivers,USA,Austin Rivers,NOP,Duke,1992-08-01T00:00:00,1610612740,pelicans,A. Rivers,New Orleans,austin_rivers,203085,Guard,"Rivers, Austin",Duke/USA,Active,Pelicans,25
Meyers,Leonard,USA,Meyers Leonard,POR,Illinois,1992-02-27T00:00:00,1610612757,blazers,M. Leonard,Portland,meyers_leonard,203086,Center,"Leonard, Meyers",Illinois/USA,Active,Trail Blazers,11
Jeremy,Lamb,USA,Jeremy Lamb,OKC,Connecticut,1992-05-30T00:00:00,1610612760,thunder,J. Lamb,Oklahoma City,jeremy_lamb,203087,Guard,"Lamb, Jeremy",Connecticut/USA,Active,Thunder,11
Kendall,Marshall,USA,Kendall Marshall,LAL,North Carolina,1991-08-19T00:00:00,1610612747,lakers,K. Marshall,Los Angeles,kendall_marshall,203088,Guard,"Marshall, Kendall",North Carolina/USA,Active,Lakers,12
John,Henson,USA,John Henson,MIL,North Carolina,1990-12-28T00:00:00,1610612749,bucks,J. Henson,Milwaukee,john_henson,203089,Center-Forward,"Henson, John",North Carolina/USA,Active,Bucks,31
